时间,短期预测湿度,短期预测风速,短期预测风向,短期预测温度,短期预测气压,实际功率,实际风速
2018/1/1 0:00,65,13.7,44,13.8,1008,34.45345,9.055454545
2018/1/1 0:15,64,13.7,44,13.8,1008,32.44368,9.516666667
2018/1/1 0:30,64,13.6,43,13.7,1008,32.29186,9.528787879
2018/1/1 0:45,64,13.7,43,13.7,1007,33.94744,9.174545455
2018/1/1 1:00,63,13.7,43,13.7,1007,39.40294,11.01393939
2018/1/1 1:15,63,13.7,43,13.7,1007,39.11144,10.73969697
2018/1/1 1:30,63,13.8,42,13.6,1007,35.23444,9.824848485
2018/1/1 1:45,63,13.8,42,13.5,1007,33.76534,9.685151515
2018/1/1 2:00,63,13.9,41,13.5,1007,32.30527,8.681212121
2018/1/1 2:15,63,14,41,13.5,1007,34.46104,9.548787879
2018/1/1 2:30,63,13.9,41,13.4,1007,33.2573,9.321818182
2018/1/1 2:45,63,14,41,13.3,1007,34.51181,9.671515152
2018/1/1 3:00,64,14,40,13.3,1007,32.87878,9.505757576
2018/1/1 3:15,64,14.1,40,13.3,1007,29.8855,8.721818182
2018/1/1 3:30,64,14.1,40,13.3,1007,31.33618,9.211212121
2018/1/1 3:45,65,14.1,39,13.2,1007,32.60448,9.529090909
2018/1/1 4:00,65,14.2,39,13.2,1007,36.51809,10.50212121
2018/1/1 4:15,66,14.2,38,13.1,1007,35.6935,10.54909091
2018/1/1 4:30,66,14.1,38,13.1,1007,33.03744,10.73484848
2018/1/1 4:45,66,14.2,38,13.1,1007,35.68752,9.903939394
2018/1/1 5:00,66,14.1,38,13,1007,35.37783,9.678181818
2018/1/1 5:15,66,14.1,37,12.9,1008,35.06685,9.390606061
2018/1/1 5:30,66,14,36,12.9,1008,32.03941,8.724848485
2018/1/1 5:45,66,14,36,12.9,1008,31.98224,8.544242424
2018/1/1 6:00,66,13.9,36,12.8,1008,30.10081,8.563636364
2018/1/1 6:15,66,13.8,35,12.8,1008,25.48943,7.764545455
2018/1/1 6:30,66,13.8,35,12.8,1008,27.61723,8.356666667
2018/1/1 6:45,66,13.6,35,12.8,1008,33.27909,9.041515152
2018/1/1 7:00,66,13.6,35,12.8,1008,34.00768,8.987575758
2018/1/1 7:15,66,13.5,35,12.9,1008,35.37226,9.354848485
2018/1/1 7:30,66,13.5,35,12.9,1009,36.94397,10.05
2018/1/1 7:45,66,13.4,35,12.9,1009,33.95141,9.216060606
2018/1/1 8:00,66,13.3,35,13,1009,35.71947,9.420606061
2018/1/1 8:15,66,13.3,35,13.1,1009,33.87674,9.340909091
2018/1/1 8:30,66,13.2,36,13.2,1009,35.06682,9.366666667
2018/1/1 8:45,65,13.2,37,13.3,1009,34.16212,8.765757576
2018/1/1 9:00,65,13.1,38,13.4,1009,35.91621,9.446969697
2018/1/1 9:15,65,13.2,39,13.6,1009,36.53308,9.828484848
2018/1/1 9:30,65,13.2,39,13.7,1009,37.05812,9.963030303
2018/1/1 9:45,65,13.1,40,13.8,1009,37.99755,9.708484848
2018/1/1 10:00,65,13,41,14,1009,38.25735,9.761212121
2018/1/1 10:15,65,13,43,14.1,1009,35.05059,9.698484848
2018/1/1 10:30,65,13.1,43,14.2,1009,36.25733,10.23575758
2018/1/1 10:45,65,13.1,45,14.4,1009,39.40938,11.56333333
2018/1/1 11:00,65,13.1,46,14.5,1009,39.38667,10.79575758
2018/1/1 11:15,66,13.1,47,14.6,1009,39.3154,11.09151515
2018/1/1 11:30,66,13.1,48,14.7,1008,40.36183,11.16363636
2018/1/1 11:45,66,13,49,14.8,1008,40.12995,10.88060606
2018/1/1 12:00,66,13.1,51,14.9,1008,38.53332,11.23060606
2018/1/1 12:15,67,13.1,52,14.9,1008,37.66628,10.16606061
2018/1/1 12:30,68,13.1,53,15,1008,37.77385,10.25454545
2018/1/1 12:45,68,13.1,54,15.1,1007,37.88695,10.02151515
2018/1/1 13:00,68,13.2,55,15.1,1007,37.88565,10.68090909
2018/1/1 13:15,69,13.3,56,15.2,1007,38.90907,10.19363636
2018/1/1 13:30,70,13.3,57,15.3,1006,36.92418,10.44545455
2018/1/1 13:45,70,13.3,57,15.3,1006,37.02006,9.79
2018/1/1 14:00,70,13.4,58,15.3,1006,38.77075,10.71333333
2018/1/1 14:15,71,13.5,58,15.3,1006,41.3946,10.87181818
2018/1/1 14:30,72,13.6,59,15.4,1006,39.26368,10.33636364
2018/1/1 14:45,72,13.8,59,15.4,1006,37.58844,10.46454545
2018/1/1 15:00,72,13.9,59,15.4,1006,39.86678,10.80454545
2018/1/1 15:15,73,14,58,15.5,1006,37.78824,10.32515152
2018/1/1 15:30,74,14,59,15.5,1006,37.62261,10.24242424
2018/1/1 15:45,74,14.2,59,15.5,1006,40.76054,10.79818182
2018/1/1 16:00,74,14.2,58,15.5,1006,37.80213,9.918484848
2018/1/1 16:15,74,14.4,58,15.5,1006,35.33946,9.335757576
2018/1/1 16:30,75,14.6,58,15.5,1006,34.39824,9.565454545
2018/1/1 16:45,75,14.6,57,15.5,1006,39.49431,10.46848485
2018/1/1 17:00,75,14.7,57,15.5,1006,35.62381,9.794545455
2018/1/1 17:15,75,14.7,57,15.5,1006,35.97174,9.595454545
2018/1/1 17:30,75,14.8,56,15.5,1006,33.60118,8.918181818
2018/1/1 17:45,75,14.8,55,15.4,1006,33.34741,9.150909091
2018/1/1 18:00,75,14.9,55,15.4,1006,35.85674,9.79030303
2018/1/1 18:15,75,14.8,55,15.4,1006,35.38621,9.408181818
2018/1/1 18:30,75,14.9,54,15.3,1007,38.35682,9.963636364
2018/1/1 18:45,75,14.9,54,15.3,1007,38.53773,9.838787879
2018/1/1 19:00,75,14.8,53,15.3,1007,38.20524,9.88
2018/1/1 19:15,75,14.7,53,15.3,1007,36.92648,9.881212121
2018/1/1 19:30,75,14.6,53,15.2,1007,39.11967,10.84212121
2018/1/1 19:45,75,14.5,52,15.1,1007,40.36477,10.94575758
2018/1/1 20:00,75,14.4,51,15.1,1007,38.32765,10.56363636
2018/1/1 20:15,75,14.2,51,15.1,1007,39.56268,11.25727273
2018/1/1 20:30,75,14.1,50,15,1007,36.28847,10.07030303
2018/1/1 20:45,75,13.9,50,14.9,1007,36.48062,10.75515152
2018/1/1 21:00,75,13.8,49,14.9,1007,35.19863,10.37606061
2018/1/1 21:15,75,13.6,49,14.9,1008,37.8813,10.4030303
2018/1/1 21:30,75,13.4,48,14.9,1008,33.34523,10.00060606
2018/1/1 21:45,75,13.2,47,14.8,1008,37.48318,10.37060606
2018/1/1 22:00,75,13,46,14.8,1008,28.86909,9.072121212
2018/1/1 22:15,75,12.9,46,14.7,1008,34.7931,9.494848485
2018/1/1 22:30,74,12.7,45,14.7,1008,30.4335,9.044848485
2018/1/1 22:45,74,12.4,44,14.7,1008,32.57322,9.271818182
2018/1/1 23:00,74,12.3,44,14.6,1008,28.99291,9.045454545
2018/1/1 23:15,74,12.2,43,14.6,1008,35.83643,9.403636364
2018/1/1 23:30,75,12,42,14.5,1008,38.29762,10.5369697
2018/1/1 23:45,75,11.8,41,14.5,1008,31.60731,8.946969697
2018/1/2 0:00,75,12.7,41,14.7,1008,28.59168,8.501212121
2018/1/2 0:15,75,12.6,40,14.7,1008,29.80484,8.753030303
2018/1/2 0:30,75,12.5,39,14.6,1008,23.7961,7.775151515
2018/1/2 0:45,75,12.4,38,14.5,1008,23.6331,7.892727273
2018/1/2 1:00,75,12.3,38,14.5,1008,26.97686,7.687575758
2018/1/2 1:15,75,12.2,37,14.5,1008,28.44019,8.086666667
2018/1/2 1:30,74,12.2,36,14.5,1008,29.08478,7.783636364
2018/1/2 1:45,74,12.1,36,14.5,1007,26.81653,8.010606061
2018/1/2 2:00,74,12,36,14.5,1007,23.98398,7.058181818
2018/1/2 2:15,74,12,35,14.5,1007,23.4001,6.923939394
2018/1/2 2:30,74,11.9,35,14.5,1006,19.30983,6.397878788
2018/1/2 2:45,74,11.9,34,14.5,1006,17.48643,6.155757576
2018/1/2 3:00,74,11.8,34,14.5,1006,18.7806,6.821212121
2018/1/2 3:15,74,11.8,34,14.5,1006,16.32986,6.762424242
2018/1/2 3:30,74,11.7,34,14.6,1006,16.32452,6.872424242
2018/1/2 3:45,74,11.6,33,14.6,1006,16.72192,6.667272727
2018/1/2 4:00,74,11.6,33,14.6,1006,18.37613,6.85969697
2018/1/2 4:15,74,11.6,33,14.6,1006,18.1149,6.828484848
2018/1/2 4:30,74,11.5,33,14.6,1006,22.8863,7.377878788
2018/1/2 4:45,74,11.4,32,14.6,1006,23.04636,7.72
2018/1/2 5:00,74,11.4,32,14.6,1006,22.64424,7.490909091
2018/1/2 5:15,74,11.4,32,14.6,1006,25.25341,7.758787879
2018/1/2 5:30,74,11.3,33,14.6,1007,24.13016,7.685454545
2018/1/2 5:45,74,11.2,32,14.6,1007,26.32221,7.957272727
2018/1/2 6:00,74,11.2,32,14.6,1007,22.11191,7.236969697
2018/1/2 6:15,74,11.3,33,14.7,1007,20.76121,7.195151515
2018/1/2 6:30,74,11.2,33,14.7,1007,19.69041,7.069393939
2018/1/2 6:45,73,11.1,33,14.7,1007,22.56238,7.406060606
2018/1/2 7:00,73,11.1,33,14.8,1007,26.10849,7.643636364
2018/1/2 7:15,73,11.2,34,14.9,1008,27.98085,8.13969697
2018/1/2 7:30,72,11.2,34,14.9,1008,29.73196,8.194545455
2018/1/2 7:45,72,11.1,35,15,1008,26.52649,8.481212121
2018/1/2 8:00,72,11.1,35,15.1,1008,26.41447,8.041515152
2018/1/2 8:15,72,11.1,36,15.2,1008,25.45729,8.149393939
2018/1/2 8:30,72,11.1,37,15.4,1008,30.81039,8.821818182
2018/1/2 8:45,71,11.1,37,15.6,1008,29.4145,8.623636364
2018/1/2 9:00,71,11.1,38,15.7,1008,34.19537,9.513333333
2018/1/2 9:15,71,11.1,39,15.8,1008,34.67749,9.321818182
2018/1/2 9:30,70,11.1,40,16,1008,35.63376,9.386666667
2018/1/2 9:45,70,11.1,41,16.2,1008,32.11029,8.926363636
2018/1/2 10:00,70,11,42,16.3,1008,31.95452,9.031212121
2018/1/2 10:15,70,11.1,43,16.4,1008,30.86994,8.56030303
2018/1/2 10:30,70,11.2,44,16.6,1008,30.08357,8.194848485
2018/1/2 10:45,70,11.1,45,16.8,1007,33.477,8.952121212
2018/1/2 11:00,70,11.1,47,16.9,1007,26.44876,8.181212121
2018/1/2 11:15,70,11.2,49,16.9,1007,28.9489,8.616666667
2018/1/2 11:30,71,11.2,50,17,1006,30.37873,8.647272727
2018/1/2 11:45,71,11.2,51,17.1,1006,28.65723,8.290909091
2018/1/2 12:00,72,11.3,53,17.1,1006,24.55937,8.521818182
2018/1/2 12:15,72,11.3,54,17.1,1006,22.37671,7.277878788
2018/1/2 12:30,72,11.4,56,17.2,1006,18.31942,6.556060606
2018/1/2 12:45,73,11.4,57,17.2,1006,14.67498,5.890606061
2018/1/2 13:00,73,11.5,58,17.2,1006,17.03093,6.257575758
2018/1/2 13:15,74,11.7,59,17.2,1006,20.33122,6.474545455
2018/1/2 13:30,74,11.9,60,17.2,1006,19.67892,6.619090909
2018/1/2 13:45,74,12,61,17.2,1005,21.98586,6.81969697
2018/1/2 14:00,74,12.1,62,17.2,1005,25.71596,7.332727273
2018/1/2 14:15,74,12.3,62,17.3,1005,28.17223,7.491515152
2018/1/2 14:30,75,12.5,62,17.3,1004,31.20182,8.44
2018/1/2 14:45,75,12.7,62,17.3,1004,30.34454,8.058484848
2018/1/2 15:00,75,12.9,62,17.3,1004,29.5417,7.821818182
2018/1/2 15:15,75,13,62,17.4,1004,29.09117,8.437575758
2018/1/2 15:30,75,13.2,62,17.5,1004,27.94835,7.77030303
2018/1/2 15:45,75,13.4,62,17.5,1004,25.86368,7.489090909
2018/1/2 16:00,75,13.4,62,17.5,1004,27.72424,7.956363636
2018/1/2 16:15,76,13.5,61,17.5,1004,25.09326,7.510909091
2018/1/2 16:30,76,13.5,61,17.6,1004,27.37756,7.766060606
2018/1/2 16:45,76,13.5,61,17.6,1004,25.94698,7.531212121
2018/1/2 17:00,76,13.5,61,17.6,1004,28.54592,7.926060606
2018/1/2 17:15,76,13.4,61,17.6,1004,29.58565,7.904545455
2018/1/2 17:30,76,13.3,61,17.6,1005,28.80998,7.923030303
2018/1/2 17:45,76,13.2,61,17.6,1005,28.26643,7.826969697
2018/1/2 18:00,76,13,60,17.6,1005,26.80904,8.372727273
2018/1/2 18:15,76,12.9,60,17.6,1005,30.33457,8.45969697
2018/1/2 18:30,77,12.7,60,17.5,1005,30.97368,8.454545455
2018/1/2 18:45,77,12.5,60,17.5,1005,32.59434,9.081818182
2018/1/2 19:00,77,12.3,60,17.5,1005,31.89311,8.837272727
2018/1/2 19:15,77,12.1,60,17.5,1006,32.44497,9.096060606
2018/1/2 19:30,77,12,59,17.5,1006,36.16334,9.63030303
2018/1/2 19:45,77,11.8,59,17.4,1006,32.10845,8.685151515
2018/1/2 20:00,77,11.7,59,17.4,1006,32.17106,8.913636364
2018/1/2 20:15,77,11.5,58,17.4,1006,29.92358,8.599090909
2018/1/2 20:30,77,11.5,58,17.3,1006,28.90798,8.376969697
2018/1/2 20:45,77,11.4,57,17.3,1006,29.8253,8.73030303
2018/1/2 21:00,77,11.4,56,17.3,1006,30.65743,8.859393939
2018/1/2 21:15,77,11.3,56,17.3,1006,30.41598,8.665151515
2018/1/2 21:30,77,11.2,55,17.3,1006,28.32957,8.223636364
2018/1/2 21:45,77,11.2,54,17.3,1006,29.23096,8.603939394
2018/1/2 22:00,77,11.1,54,17.3,1006,26.63933,8.204848485
2018/1/2 22:15,77,11,53,17.3,1006,22.05116,7.51969697
2018/1/2 22:30,77,10.9,52,17.3,1006,21.7509,7.181212121
2018/1/2 22:45,77,10.8,52,17.2,1006,22.49136,7.550606061
2018/1/2 23:00,77,10.7,51,17.2,1006,19.39934,7.164848485
2018/1/2 23:15,77,10.4,50,17.2,1006,19.23316,7.112727273
2018/1/2 23:30,77,10.2,50,17.1,1006,20.74239,7.314545455
2018/1/2 23:45,77,10,49,17.1,1006,22.73698,7.613939394
2018/1/3 0:00,79,9,48,17,1006,24.87487,8.003333333
2018/1/3 0:15,79,8.7,47,16.9,1006,18.02245,6.747878788
2018/1/3 0:30,79,8.5,47,16.9,1006,17.26276,6.89030303
2018/1/3 0:45,79,8.2,47,16.9,1006,16.98391,6.67
2018/1/3 1:00,79,7.9,46,16.8,1006,17.06555,6.658484848
2018/1/3 1:15,79,7.7,46,16.8,1006,14.23379,5.946666667
2018/1/3 1:30,79,7.4,44,16.7,1006,10.32873,4.929090909
2018/1/3 1:45,79,7.2,44,16.7,1006,9.03938,4.961515152
2018/1/3 2:00,79,7.1,44,16.7,1006,10.60668,5.069090909
2018/1/3 2:15,80,7,43,16.7,1006,9.93639,4.970606061
2018/1/3 2:30,80,6.9,42,16.7,1006,8.54127,4.858181818
2018/1/3 2:45,80,6.8,41,16.6,1006,8.79233,4.820909091
2018/1/3 3:00,80,6.7,41,16.6,1006,9.80368,5.070606061
2018/1/3 3:15,80,6.7,40,16.6,1006,11.09084,5.171212121
2018/1/3 3:30,80,6.7,40,16.5,1006,11.61949,5.241818182
2018/1/3 3:45,80,6.7,40,16.5,1005,12.01505,5.178181818
2018/1/3 4:00,80,6.7,39,16.5,1005,11.30491,5.341818182
2018/1/3 4:15,80,6.8,38,16.5,1005,11.32082,5.302727273
2018/1/3 4:30,81,6.7,38,16.5,1005,9.6694,5.090606061
2018/1/3 4:45,81,6.7,38,16.4,1005,9.64826,4.958181818
2018/1/3 5:00,81,6.7,38,16.4,1005,8.96914,5.053939394
2018/1/3 5:15,81,6.6,38,16.4,1005,8.60686,4.756969697
2018/1/3 5:30,81,6.5,39,16.3,1005,8.15913,4.614545455
2018/1/3 5:45,81,6.5,39,16.3,1005,8.42846,4.776666667
2018/1/3 6:00,81,6.5,39,16.3,1005,8.9722,4.768787879
2018/1/3 6:15,81,6.4,40,16.3,1006,9.05056,4.648484848
2018/1/3 6:30,81,6.4,41,16.3,1006,9.80659,5.075151515
2018/1/3 6:45,81,6.3,42,16.2,1006,9.37755,4.977878788
2018/1/3 7:00,81,6.3,43,16.3,1006,10.38286,4.97969697
2018/1/3 7:15,80,6.2,44,16.3,1006,11.3638,5.184848485
2018/1/3 7:30,80,6.2,44,16.3,1007,11.83411,5.347878788
2018/1/3 7:45,80,6.3,44,16.4,1007,12.85904,5.569090909
2018/1/3 8:00,79,6.3,46,16.5,1007,11.75882,5.880606061
2018/1/3 8:15,78,6.4,45,16.6,1007,12.90584,5.968484848
2018/1/3 8:30,78,6.4,46,16.8,1007,11.62387,5.616969697
2018/1/3 8:45,78,6.5,46,16.9,1007,10.56403,5.574848485
2018/1/3 9:00,77,6.6,47,17,1007,13.6684,5.80969697
2018/1/3 9:15,76,6.7,47,17.1,1007,15.30143,6.451818182
2018/1/3 9:30,76,6.9,47,17.2,1007,16.00411,6.084848485
2018/1/3 9:45,76,6.9,47,17.4,1007,17.92794,7.287575758
2018/1/3 10:00,75,7,48,17.5,1007,23.40798,7.873030303
2018/1/3 10:15,75,7.2,49,17.6,1007,20.63344,7.598181818
2018/1/3 10:30,75,7.4,49,17.8,1007,23.47546,8.023030303
2018/1/3 10:45,75,7.5,50,17.9,1007,25.29481,8.292727273
2018/1/3 11:00,75,7.8,52,17.9,1007,26.58552,8.320909091
2018/1/3 11:15,76,7.9,54,18,1007,24.02025,8.158787879
2018/1/3 11:30,76,8.1,55,18.1,1006,25.74644,8.101818182
2018/1/3 11:45,76,8.3,56,18.1,1006,26.13505,8.343939394
2018/1/3 12:00,76,8.5,58,18.1,1006,26.90625,8.303333333
2018/1/3 12:15,77,8.7,60,18.1,1006,25.08983,8.386060606
2018/1/3 12:30,78,8.9,62,18.1,1006,32.15776,9.64
2018/1/3 12:45,78,9.3,64,18.1,1005,35.98786,9.900606061
2018/1/3 13:00,78,9.5,65,18.1,1005,35.50059,10.33454545
2018/1/3 13:15,78,9.7,67,18.1,1005,29.1452,8.898787879
2018/1/3 13:30,79,10,68,18.1,1004,28.70582,8.065151515
2018/1/3 13:45,79,10.3,70,18,1004,25.90776,7.673333333
2018/1/3 14:00,79,10.6,71,18,1004,25.26384,8.047878788
2018/1/3 14:15,80,10.8,72,18,1004,30.76278,8.937575758
2018/1/3 14:30,80,11.2,73,17.9,1004,29.96243,8.694848485
2018/1/3 14:45,80,11.5,73,17.9,1004,30.94714,9.246363636
2018/1/3 15:00,80,11.6,74,17.9,1004,27.85831,8.243333333
2018/1/3 15:15,81,11.8,74,17.9,1004,31.02895,9.259393939
2018/1/3 15:30,82,12.1,75,17.8,1004,25.70603,8.703333333
2018/1/3 15:45,82,12.3,75,17.7,1004,23.37406,8.640909091
2018/1/3 16:00,82,12.4,76,17.7,1004,27.39856,8.5
2018/1/3 16:15,82,12.5,76,17.7,1004,25.92913,8.038787879
2018/1/3 16:30,83,12.5,76,17.7,1004,23.16098,7.606060606
2018/1/3 16:45,83,12.5,76,17.6,1004,26.28825,8.060909091
2018/1/3 17:00,83,12.4,76,17.6,1004,27.00594,8.110909091
2018/1/3 17:15,84,12.2,76,17.6,1004,28.77519,8.034848485
2018/1/3 17:30,84,12,76,17.5,1004,28.55887,8.071818182
2018/1/3 17:45,84,11.8,76,17.5,1004,28.78023,7.921818182
2018/1/3 18:00,84,11.5,76,17.5,1004,28.01185,8.088181818
2018/1/3 18:15,85,11.3,76,17.5,1004,26.69947,7.832424242
2018/1/3 18:30,86,10.8,76,17.5,1005,26.66162,7.983939394
2018/1/3 18:45,86,10.6,75,17.4,1005,23.59345,7.384545455
2018/1/3 19:00,86,10.3,75,17.4,1005,22.41299,6.975151515
2018/1/3 19:15,86,10,74,17.4,1005,25.39169,7.473636364
2018/1/3 19:30,86,9.8,73,17.4,1005,24.67554,7.10030303
2018/1/3 19:45,86,9.5,73,17.4,1005,24.98827,7.384545455
2018/1/3 20:00,86,9.4,72,17.4,1005,28.69717,7.894242424
2018/1/3 20:15,86,9.3,72,17.4,1005,31.59673,8.391818182
2018/1/3 20:30,86,9.1,71,17.4,1005,29.20967,7.827272727
2018/1/3 20:45,86,9,70,17.4,1005,28.62817,7.905454545
2018/1/3 21:00,86,9,69,17.4,1005,28.36601,7.849090909
2018/1/3 21:15,86,9.1,68,17.4,1006,26.92277,7.593333333
2018/1/3 21:30,86,9,67,17.3,1006,24.20083,7.146060606
2018/1/3 21:45,86,9,67,17.3,1006,22.41242,6.73969697
2018/1/3 22:00,86,9.1,65,17.3,1006,22.52763,6.889393939
2018/1/3 22:15,86,9.2,65,17.3,1006,28.82978,7.907575758
2018/1/3 22:30,86,9.1,64,17.3,1006,28.78347,7.621515152
2018/1/3 22:45,85,9.1,63,17.3,1006,33.50957,8.560606061
2018/1/3 23:00,85,9.1,62,17.3,1006,29.52456,7.954242424
2018/1/3 23:15,85,9,61,17.3,1006,27.86338,7.78030303
2018/1/3 23:30,85,8.9,60,17.3,1006,26.329,7.587878788
2018/1/3 23:45,85,8.8,58,17.3,1006,30.35983,8.137272727
2018/1/4 0:00,85,8.7,57,17.3,1006,32.15051,8.973030303
2018/1/4 0:15,85,8.5,56,17.3,1006,30.08892,8.482424242
2018/1/4 0:30,85,8.3,55,17.3,1006,30.88016,8.871515152
2018/1/4 0:45,85,8.2,53,17.2,1006,36.43816,9.779393939
2018/1/4 1:00,85,8.1,53,17.2,1006,34.74216,9.518181818
2018/1/4 1:15,85,7.9,52,17.2,1006,33.89017,9.604545455
2018/1/4 1:30,85,7.8,51,17.1,1006,37.40639,9.64
2018/1/4 1:45,85,7.7,50,17.1,1005,36.60573,9.80969697
2018/1/4 2:00,85,7.6,50,17.1,1005,35.91481,9.788787879
2018/1/4 2:15,86,7.5,49,17.1,1005,32.72614,9.126666667
2018/1/4 2:30,86,7.5,49,17.1,1004,34.56991,9.320606061
2018/1/4 2:45,86,7.4,49,17,1004,33.3316,9.240909091
2018/1/4 3:00,86,7.3,49,17,1004,28.02793,8.396969697
2018/1/4 3:15,86,7.3,49,16.9,1004,27.25147,7.916060606
2018/1/4 3:30,86,7.2,49,16.9,1004,20.49933,7.411515152
2018/1/4 3:45,86,7.2,49,16.9,1004,22.98182,7.436969697
2018/1/4 4:00,86,7.2,48,16.8,1004,20.82571,7.568484848
2018/1/4 4:15,86,7.3,48,16.8,1004,18.88131,7.450909091
2018/1/4 4:30,86,7.3,48,16.8,1004,18.83011,6.981818182
2018/1/4 4:45,86,7.4,47,16.8,1004,20.85372,7.337272727
2018/1/4 5:00,86,7.4,47,16.8,1004,18.26781,6.855454545
2018/1/4 5:15,86,7.6,46,16.9,1004,21.17901,7.542727273
2018/1/4 5:30,86,7.6,44,16.9,1004,20.41814,7.366969697
2018/1/4 5:45,85,7.8,43,16.9,1004,22.02091,7.575151515
2018/1/4 6:00,85,7.9,42,16.9,1004,17.73351,7.271818182
2018/1/4 6:15,84,8.2,41,17,1004,18.72653,7.365151515
2018/1/4 6:30,84,8.3,40,17.1,1005,21.30886,7.721818182
2018/1/4 6:45,84,8.4,38,17.1,1005,26.11018,8.381212121
2018/1/4 7:00,83,8.6,37,17.1,1005,28.39899,9.11
2018/1/4 7:15,83,8.8,37,17.2,1005,25.69547,8.553636364
2018/1/4 7:30,82,8.9,37,17.3,1005,30.18907,8.685151515
2018/1/4 7:45,82,8.9,36,17.3,1005,33.3725,9.049090909
2018/1/4 8:00,82,9.1,36,17.3,1005,29.59917,8.59030303
2018/1/4 8:15,82,9.1,37,17.4,1005,30.64277,9.165454545
2018/1/4 8:30,82,9.1,38,17.5,1005,36.69198,10.39090909
2018/1/4 8:45,82,9.2,39,17.5,1005,39.02332,10.57454545
2018/1/4 9:00,82,9.2,40,17.5,1005,35.77385,10.03969697
2018/1/4 9:15,82,9.1,42,17.5,1005,37.39512,9.882121212
2018/1/4 9:30,82,9.1,43,17.6,1005,35.40764,9.964545455
2018/1/4 9:45,82,9.1,45,17.6,1005,36.21604,9.613939394
2018/1/4 10:00,82,9.1,46,17.6,1005,34.3973,9.631212121
2018/1/4 10:15,82,9.1,48,17.6,1005,31.53427,9.041515152
2018/1/4 10:30,83,9.2,51,17.6,1004,27.5238,8.595454545
2018/1/4 10:45,83,9.2,53,17.6,1004,27.11184,8.211818182
2018/1/4 11:00,83,9.2,54,17.6,1004,23.98116,7.748484848
2018/1/4 11:15,84,9.4,56,17.6,1004,27.1388,8.276969697
2018/1/4 11:30,84,9.4,58,17.5,1004,32.02238,8.837878788
2018/1/4 11:45,84,9.5,60,17.5,1003,29.97795,8.48
2018/1/4 12:00,84,9.5,62,17.5,1003,36.14063,9.473030303
2018/1/4 12:15,84,9.6,63,17.5,1003,33.58386,9.416363636
2018/1/4 12:30,85,9.7,65,17.4,1003,27.70494,8.522424242
2018/1/4 12:45,85,9.7,66,17.3,1003,23.84296,7.657575758
2018/1/4 13:00,85,9.9,67,17.3,1003,24.78147,8.042424242
2018/1/4 13:15,86,9.8,68,17.3,1003,21.3416,7.694545455
2018/1/4 13:30,86,9.7,69,17.2,1002,28.89187,8.544242424
2018/1/4 13:45,86,9.8,70,17.1,1002,28.0248,8.697878788
2018/1/4 14:00,86,9.8,70,17.1,1002,21.72331,7.951818182
2018/1/4 14:15,86,9.6,70,17.1,1002,22.44863,7.630606061
2018/1/4 14:30,87,9.4,71,17.1,1002,25.76164,8.258181818
2018/1/4 14:45,87,9.3,71,17,1002,20.99509,7.328484848
2018/1/4 15:00,87,9.1,71,17,1002,26.61989,8.57030303
2018/1/4 15:15,88,8.9,70,17,1002,27.20772,8.261212121
2018/1/4 15:30,88,8.7,70,17,1002,26.46185,8.353636364
2018/1/4 15:45,88,8.5,69,17,1002,29.68048,8.721818182
2018/1/4 16:00,88,8.3,68,17,1002,30.50094,9.048787879
2018/1/4 16:15,88,8.1,68,17,1002,28.0178,8.553636364
2018/1/4 16:30,89,7.8,67,17,1002,31.77426,9.133030303
2018/1/4 16:45,89,7.7,65,17,1002,30.73859,8.756666667
2018/1/4 17:00,89,7.6,64,17,1002,27.78144,8.616060606
2018/1/4 17:15,89,7.6,63,17,1002,26.78558,8.313939394
2018/1/4 17:30,89,7.5,62,16.9,1002,25.33251,8.140606061
2018/1/4 17:45,89,7.4,61,16.9,1002,22.20827,7.588484848
2018/1/4 18:00,89,7.4,60,16.9,1002,20.70377,7.643333333
2018/1/4 18:15,90,7.4,59,16.9,1002,18.3607,7.093636364
2018/1/4 18:30,90,7.5,58,16.9,1003,15.74805,6.774848485
2018/1/4 18:45,90,7.5,57,16.8,1003,13.69903,6.442121212
2018/1/4 19:00,90,7.6,56,16.8,1003,14.11324,6.417575758
2018/1/4 19:15,90,7.7,55,16.8,1003,15.21835,6.596969697
2018/1/4 19:30,90,7.8,55,16.7,1003,17.70936,7.154242424
2018/1/4 19:45,90,7.9,54,16.7,1003,16.44025,6.961212121
2018/1/4 20:00,90,8,53,16.7,1003,16.78282,6.991515152
2018/1/4 20:15,90,8.1,53,16.7,1003,16.4257,6.756969697
2018/1/4 20:30,91,8.2,52,16.7,1003,17.02696,6.967575758
2018/1/4 20:45,91,8.3,51,16.6,1003,17.83591,7.158484848
2018/1/4 21:00,91,8.4,51,16.6,1003,15.52155,6.636969697
2018/1/4 21:15,92,8.5,50,16.5,1003,18.43688,6.754242424
2018/1/4 21:30,92,8.5,50,16.5,1003,15.64281,6.463636364
2018/1/4 21:45,92,8.6,49,16.5,1003,13.14875,6.125757576
2018/1/4 22:00,92,8.6,49,16.4,1003,16.83879,6.758484848
2018/1/4 22:15,92,8.6,49,16.4,1003,15.83587,6.446060606
2018/1/4 22:30,92,8.7,48,16.3,1003,16.60282,6.571212121
2018/1/4 22:45,92,8.7,47,16.3,1003,16.15709,6.871818182
2018/1/4 23:00,92,8.7,47,16.3,1003,13.44953,6.426060606
