时间,短期预测湿度,短期预测风速,短期预测风向,短期预测温度,短期预测气压,实际功率,实际风速
2018/4/3 21:45,92,2.8,190,21.9,1001,2.830754531,3.939599697
2018/4/3 22:00,92,2.7,190,21.9,1001,2.818714706,4.115853939
2018/4/3 22:15,92,2.5,191,21.9,1001,2.376155817,3.906997273
2018/4/3 22:30,92,2.5,192,21.9,1001,1.482067979,3.478037273
2018/4/3 22:45,92,2.4,192,21.9,1001,0.850290431,3.161787576
2018/4/3 23:00,92,2.3,195,21.9,1001,0.541277078,2.935730606
2018/4/3 23:15,93,2.2,196,21.8,1001,0.310950822,2.74071
2018/4/3 23:30,94,2,198,21.7,1001,0.490044465,2.993238485
2018/4/3 23:45,94,1.9,201,21.7,1001,0.436529051,3.029272424
2018/4/4 0:00,93,1.3,212,21.7,1001,0.469200118,3.001308788
2018/4/4 0:15,94,1.3,219,21.6,1001,0.499349327,2.965268485
2018/4/4 0:30,94,1.3,219,21.5,1000,0.404077245,2.963489394
2018/4/4 0:45,94,1.3,225,21.5,1000,0.87417619,3.300551212
2018/4/4 1:00,94,1.3,231,21.4,1000,1.020188983,3.258707576
2018/4/4 1:15,94,1.3,231,21.3,1000,1.132781083,3.232475758
2018/4/4 1:30,95,1.4,234,21.3,1000,0.665009077,2.932351212
2018/4/4 1:45,95,1.4,240,21.2,1000,0.253211202,2.789326667
2018/4/4 2:00,95,1.4,236,21.1,1000,0.17163622,2.785807273
2018/4/4 2:15,95,1.4,236,21.1,1000,-0.115994718,2.449372424
2018/4/4 2:30,95,1.5,238,21.1,1000,-0.124655509,2.526998788
2018/4/4 2:45,95,1.6,235,21,1000,-0.068751725,2.869749394
2018/4/4 3:00,95,1.6,232,21,1000,-0.023546403,2.840480909
2018/4/4 3:15,95,1.6,232,21,1000,0.071057019,2.947022424
2018/4/4 3:30,94,1.6,230,21,1000,0.049514281,2.782986667
2018/4/4 3:45,94,1.6,227,21,1000,0.267960669,3.01922
2018/4/4 4:00,94,1.6,227,21,1000,0.343123879,2.955143333
2018/4/4 4:15,94,1.6,227,21.1,1000,0.334432979,2.781559848
2018/4/4 4:30,94,1.6,227,21.1,1000,0.196471208,2.716410606
2018/4/4 4:45,93,1.6,227,21.1,1000,0.376187497,3.07927303
2018/4/4 5:00,93,1.6,227,21.1,1000,0.362252522,3.031468788
2018/4/4 5:15,93,1.6,230,21.1,1000,0.622123857,3.12383303
2018/4/4 5:30,93,1.6,230,21.2,1000,0.452760796,3.096232727
2018/4/4 5:45,93,1.5,233,21.2,1000,0.404403684,2.900368485
2018/4/4 6:00,93,1.4,236,21.2,1000,0.166545165,2.739651515
2018/4/4 6:15,93,1.5,242,21.3,1000,-0.026398424,2.536105455
2018/4/4 6:30,92,1.5,247,21.3,1001,-0.087230549,2.617156667
2018/4/4 6:45,92,1.5,250,21.3,1001,-0.092114403,2.502358485
2018/4/4 7:00,92,1.6,255,21.3,1001,-0.090348949,2.68471303
2018/4/4 7:15,92,1.6,256,21.3,1001,-0.071364281,2.811185455
2018/4/4 7:30,92,1.6,259,21.4,1001,-0.02751079,2.949834848
2018/4/4 7:45,92,1.7,263,21.4,1001,-0.081797345,2.647696364
2018/4/4 8:00,92,1.8,261,21.5,1001,-0.09567595,2.511937576
2018/4/4 8:15,92,1.9,258,21.5,1001,-0.111070218,2.545819939
2018/4/4 8:30,92,2,259,21.5,1001,-0.117646334,2.609101818
2018/4/4 8:45,92,2.2,257,21.6,1001,-0.044489666,2.702817273
2018/4/4 9:00,92,2.3,255,21.6,1001,0.034366285,2.976596364
2018/4/4 9:15,92,2.4,253,21.7,1002,0.426351273,3.021254091
2018/4/4 9:30,92,2.7,250,21.7,1002,0.648165855,3.087105182
2018/4/4 9:45,92,2.8,247,21.7,1002,0.657038842,3.259703939
2018/4/4 10:00,92,3,246,21.7,1002,1.762939591,3.525759697
2018/4/4 10:15,92,3.1,245,21.8,1002,2.804266475,4.207276667
2018/4/4 10:30,92,3.2,242,21.9,1002,2.223772124,3.924172727
2018/4/4 10:45,92,3.4,240,21.9,1002,2.775414299,4.133036667
2018/4/4 11:00,92,3.4,238,21.9,1002,2.831963506,4.069133636
2018/4/4 11:15,92,3.6,238,22,1002,2.722943162,4.195145455
2018/4/4 11:30,92,3.7,235,22.1,1002,2.831275801,4.239844848
2018/4/4 11:45,91,3.7,234,22.1,1002,3.754289548,4.529634242
2018/4/4 12:00,91,3.8,233,22.1,1002,4.74591498,4.627117879
2018/4/4 12:15,91,3.8,231,22.1,1002,4.230219095,4.52225697
2018/4/4 12:30,91,3.9,230,22.2,1002,3.949213793,4.43557
2018/4/4 12:45,91,4,229,22.2,1001,4.469972696,4.615108182
2018/4/4 13:00,91,4,228,22.2,1001,4.722680217,4.837054242
2018/4/4 13:15,91,4.1,227,22.3,1001,4.762712959,4.776445152
2018/4/4 13:30,91,4.2,226,22.3,1000,5.008904803,4.772330303
2018/4/4 13:45,91,4.2,225,22.3,1000,4.935586984,4.66147
2018/4/4 14:00,91,4.3,224,22.3,1000,3.962729326,4.434434848
2018/4/4 14:15,91,4.4,223,22.3,1000,3.976958746,4.509690606
2018/4/4 14:30,90,4.4,223,22.3,1000,5.22099804,4.843038182
2018/4/4 14:45,90,4.5,222,22.3,999,4.916946665,4.967141818
2018/4/4 15:00,90,4.5,221,22.3,999,4.409836869,4.45188303
2018/4/4 15:15,90,4.6,221,22.3,999,4.094250143,4.427945152
2018/4/4 15:30,90,4.6,219,22.3,998,4.418657723,4.33842697
2018/4/4 15:45,90,4.6,217,22.3,998,4.098747183,4.685168788
2018/4/4 16:00,90,4.7,216,22.3,998,4.833817633,4.791316667
2018/4/4 16:15,90,4.7,215,22.3,998,4.997232969,4.804861212
2018/4/4 16:30,90,4.6,213,22.3,998,6.227429676,5.223203939
2018/4/4 16:45,89,4.7,211,22.3,998,7.543250441,5.472444545
2018/4/4 17:00,89,4.7,208,22.3,998,8.154085592,5.438259091
2018/4/4 17:15,90,4.6,204,22.3,998,11.30865766,5.877464848
2018/4/4 17:30,90,4.5,202,22.3,998,8.076550808,5.809002424
2018/4/4 17:45,90,4.6,199,22.2,998,7.638079193,5.82539303
2018/4/4 18:00,90,4.6,195,22.2,998,7.275563402,5.426774242
2018/4/4 18:15,90,4.5,192,22.2,998,8.406488817,5.745466364
2018/4/4 18:30,90,4.5,188,22.2,999,8.060469728,5.755824848
2018/4/4 18:45,90,4.6,184,22.2,999,6.925127879,5.432163939
2018/4/4 19:00,90,4.7,180,22.2,999,6.154910901,5.078131515
2018/4/4 19:15,90,4.8,178,22.2,1000,7.019745342,5.489816364
2018/4/4 19:30,90,4.8,175,22.1,1000,6.811900331,5.19801
2018/4/4 19:45,90,4.9,173,22.1,1000,5.936221523,5.325435758
2018/4/4 20:00,90,5.1,171,22.1,1000,6.308079896,5.36183697
2018/4/4 20:15,90,5.1,170,22.1,1000,5.515632169,5.105555455
2018/4/4 20:30,90,5.2,169,22.1,1000,4.506457658,4.725452727
2018/4/4 20:45,90,5.3,168,22.1,1000,4.299477705,4.89679
2018/4/4 21:00,90,5.3,168,22.1,1000,4.236743769,4.677684545
2018/4/4 21:15,90,5.3,168,22.1,1000,3.677725341,4.740139091
2018/4/4 21:30,90,5.4,169,22.1,1000,4.008268446,4.574101515
2018/4/4 21:45,90,5.4,170,22,1000,3.296277767,4.139528182
2018/4/4 22:00,90,5.4,170,22,1000,2.516953973,3.990491818
2018/4/4 22:15,90,5.2,171,22,1000,1.755008958,3.484926364
2018/4/4 22:30,91,5,172,21.9,1000,1.153805913,3.362366061
2018/4/4 22:45,91,4.9,173,21.9,1000,0.507524988,3.095215455
2018/4/4 23:00,91,4.7,175,21.9,1000,-0.00446512,2.707211515
2018/4/4 23:15,92,4.4,176,21.9,1000,-0.054054985,2.651174545
2018/4/4 23:30,92,4.1,177,21.8,1000,-0.025658144,2.824652424
2018/4/4 23:45,92,3.8,180,21.7,1000,-0.007496147,2.69678
2018/4/5 0:00,93,0.9,216,22.2,1000,-0.094911555,2.459271212
2018/4/5 0:15,93,0.7,214,22.1,1000,-0.021614972,2.563746667
2018/4/5 0:30,93,0.6,219,22,1000,-0.008431361,2.798448182
2018/4/5 0:45,93,0.6,225,21.9,1000,-0.089723338,2.491044848
2018/4/5 1:00,94,0.4,225,21.8,1000,-0.121967472,2.587760303
2018/4/5 1:15,94,0.4,214,21.7,1000,-0.105856408,2.455065758
2018/4/5 1:30,94,0.3,225,21.7,1000,-0.101274595,2.40664
2018/4/5 1:45,95,0.2,207,21.6,1000,-0.11680189,2.347109697
2018/4/5 2:00,95,0.2,180,21.5,1000,-0.103649786,2.145907273
2018/4/5 2:15,95,0.2,153,21.5,1000,-0.110551588,2.135378485
2018/4/5 2:30,95,0.3,162,21.4,1000,-0.11589384,2.12622303
2018/4/5 2:45,95,0.4,146,21.3,1000,-0.116487276,1.890410606
2018/4/5 3:00,95,0.5,143,21.3,1000,-0.11120101,1.618032364
2018/4/5 3:15,95,0.5,143,21.3,1000,-0.099782396,1.540667879
2018/4/5 3:30,94,0.6,135,21.3,1000,-0.099747331,1.225259152
2018/4/5 3:45,94,0.7,135,21.2,999,-0.099880403,0.955193606
2018/4/5 4:00,94,0.7,135,21.2,999,-0.114241783,0.751574273
2018/4/5 4:15,94,0.7,124,21.3,999,-0.099798431,0.578786182
2018/4/5 4:30,93,0.8,120,21.3,999,-0.091542731,0.875631697
2018/4/5 4:45,92,0.8,113,21.3,999,-0.09988266,0.898497848
2018/4/5 5:00,92,0.7,98,21.3,999,-0.100797513,1.232171576
2018/4/5 5:15,92,0.8,90,21.3,999,-0.099544562,0.67846703
2018/4/5 5:30,92,0.9,77,21.4,999,-0.102198173,1.478456818
2018/4/5 5:45,91,1,66,21.4,999,-0.10515584,1.381407455
2018/4/5 6:00,91,1.1,56,21.5,999,-0.108212834,1.512835303
2018/4/5 6:15,91,1.3,51,21.5,999,-0.100861267,1.307270606
2018/4/5 6:30,90,1.6,45,21.5,999,-0.110212293,1.636388788
2018/4/5 6:45,90,1.7,40,21.6,999,-0.099346401,1.635015576
2018/4/5 7:00,90,1.9,39,21.6,999,-0.107815151,1.405257121
2018/4/5 7:15,90,2.1,39,21.7,1000,-0.099544333,1.130133303
2018/4/5 7:30,90,2.2,39,21.7,1000,-0.110049842,1.068859636
2018/4/5 7:45,90,2.4,42,21.7,1000,-0.105575454,0.960800485
2018/4/5 8:00,90,2.5,43,21.7,1000,-0.102246552,1.282550273
2018/4/5 8:15,91,2.5,50,21.7,1000,-0.106858222,1.498655727
2018/4/5 8:30,92,2.6,54,21.7,1001,-0.109750684,1.94459903
2018/4/5 8:45,92,2.7,59,21.7,1001,-0.1040039,2.082848455
2018/4/5 9:00,92,2.8,64,21.7,1001,-0.107935665,1.780623697
2018/4/5 9:15,92,2.8,72,21.7,1001,-0.111733119,2.131831606
2018/4/5 9:30,93,2.9,78,21.7,1001,-0.108539509,2.360376061
2018/4/5 9:45,93,3,82,21.7,1001,-0.094773644,2.503878182
2018/4/5 10:00,93,3.1,90,21.7,1001,-0.11923834,3.122230303
2018/4/5 10:15,93,3.2,95,21.7,1001,0.488359696,3.467743333
2018/4/5 10:30,93,3.4,100,21.8,1001,1.353551513,3.276320606
2018/4/5 10:45,93,3.4,107,21.8,1001,0.061098802,2.681353939
2018/4/5 11:00,93,3.5,114,21.9,1001,0.218272745,2.732952424
2018/4/5 11:15,93,3.6,120,21.9,1001,0.106484592,2.64585
2018/4/5 11:30,93,3.7,125,21.9,1001,0.037276766,2.36953
2018/4/5 11:45,93,3.7,131,22,1001,-0.069067276,2.528792424
2018/4/5 12:00,93,3.8,137,22.1,1001,-0.098781458,1.863837121
2018/4/5 12:15,93,3.9,142,22.1,1001,-0.092551152,2.270629697
2018/4/5 12:30,93,4,148,22.1,1000,-0.100723643,2.238012727
2018/4/5 12:45,93,4.1,154,22.2,1000,-0.104777707,2.09272603
2018/4/5 13:00,93,4.2,158,22.3,1000,-0.110797437,2.098391818
2018/4/5 13:15,93,4.3,162,22.3,1000,-0.101616361,2.270629727
2018/4/5 13:30,93,4.3,167,22.3,1000,-0.10714714,2.09896397
2018/4/5 13:45,93,4.4,169,22.4,999,-0.084117697,2.286938182
2018/4/5 14:00,93,4.4,174,22.4,999,-0.11076254,2.257182576
2018/4/5 14:15,94,4.4,175,22.5,999,-0.10672326,2.215124
2018/4/5 14:30,94,4.4,177,22.5,998,-0.115666005,2.571561212
2018/4/5 14:45,94,4.4,180,22.5,998,-0.057540692,2.476945758
2018/4/5 15:00,94,4.4,180,22.5,998,-0.099446996,2.258212727
2018/4/5 15:15,94,4.3,181,22.5,998,-0.109984062,1.867957606
2018/4/5 15:30,94,4.2,183,22.5,998,-0.101871578,2.152867061
2018/4/5 15:45,94,4.1,183,22.5,998,-0.105421644,2.132622182
2018/4/5 16:00,94,3.9,183,22.5,998,-0.097192855,2.11336
2018/4/5 16:15,94,3.7,183,22.5,998,-0.102446094,1.641013848
2018/4/5 16:30,94,3.6,182,22.5,998,-0.109680377,1.702675455
2018/4/5 16:45,94,3.4,180,22.4,998,-0.09895277,1.981921455
2018/4/5 17:00,94,3.3,180,22.4,998,-0.104506636,1.900002121
2018/4/5 17:15,94,3.1,176,22.4,998,-0.104938214,2.120226667
2018/4/5 17:30,95,2.9,174,22.3,998,-0.109107585,2.392033636
2018/4/5 17:45,95,2.8,172,22.3,998,-0.101103504,2.599092727
2018/4/5 18:00,95,2.8,167,22.3,998,0.118911358,3.047614545
2018/4/5 18:15,95,2.6,162,22.3,998,0.176509682,2.768184848
2018/4/5 18:30,95,2.5,157,22.3,999,0.167583281,2.789859091
2018/4/5 18:45,95,2.5,153,22.2,999,-0.100693837,2.353939394
2018/4/5 19:00,95,2.5,148,22.2,999,-0.046377518,2.585117727
2018/4/5 19:15,95,2.3,146,22.2,999,-0.053927549,2.360256364
2018/4/5 19:30,95,2.3,142,22.2,999,0.093215891,2.557499394
2018/4/5 19:45,95,2.3,139,22.2,999,-0.01931224,2.298624394
2018/4/5 20:00,95,2.2,137,22.2,999,-0.061044339,2.50260697
2018/4/5 20:15,95,2.1,137,22.3,999,-0.031793682,2.755358182
2018/4/5 20:30,94,1.9,137,22.3,999,-0.031298915,2.422093636
2018/4/5 20:45,94,1.8,135,22.3,999,0.214048579,2.940993636
2018/4/5 21:00,94,1.6,137,22.3,999,-0.056747741,2.294548182
2018/4/5 21:15,94,1.6,140,22.4,1000,-0.10471749,2.310560606
2018/4/5 21:30,94,1.4,146,22.5,1000,0.02161905,2.561875485
2018/4/5 21:45,93,1.3,151,22.5,1000,0.074644791,2.763029697
2018/4/5 22:00,93,1.2,160,22.5,1000,0.109983231,2.609121364
2018/4/5 22:15,93,1.2,171,22.5,1000,-0.0521623,1.947879818
2018/4/5 22:30,93,1.2,180,22.5,1000,-0.121593412,2.206669697
2018/4/5 22:45,93,1.2,185,22.5,1000,-0.118233541,2.276281212
2018/4/5 23:00,93,1.3,193,22.5,1000,-0.072526438,2.632831212
2018/4/5 23:15,94,1.5,196,22.5,1000,-0.04797444,3.029077273
2018/4/5 23:30,94,1.6,198,22.5,1000,-0.097222346,2.649641515
2018/4/5 23:45,94,1.7,204,22.4,1000,0.421720373,3.397318515
2018/4/6 0:00,96,1.1,146,21.7,1000,0.258767953,2.750484273
2018/4/6 0:15,96,0.9,153,21.7,1000,-0.018461679,2.497716061
2018/4/6 0:30,96,0.8,166,21.7,1000,0.011171442,2.246789091
2018/4/6 0:45,96,0.7,172,21.7,999,-0.112637131,1.240758909
2018/4/6 1:00,96,0.6,180,21.7,999,-0.069716453,1.775067909
2018/4/6 1:15,96,0.5,202,21.7,999,-0.004771158,2.376409394
2018/4/6 1:30,96,0.5,233,21.7,999,-0.098164489,1.328718061
2018/4/6 1:45,95,0.6,252,21.7,999,-0.110398309,1.044461061
2018/4/6 2:00,95,0.8,270,21.7,999,-0.111947949,1.226175818
2018/4/6 2:15,95,1,276,21.7,999,-0.105801286,1.16117197
2018/4/6 2:30,95,1.2,279,21.8,999,-0.106847246,0.892570909
2018/4/6 2:45,95,1.5,286,21.8,999,-0.09186887,0.876456364
2018/4/6 3:00,95,1.7,291,21.8,999,-0.121689329,1.366714
2018/4/6 3:15,94,1.9,295,21.9,999,-0.104601556,1.767726364
2018/4/6 3:30,94,2.1,298,21.9,999,-0.115692773,1.628515909
2018/4/6 3:45,94,2.3,301,21.9,999,-0.117867864,2.176476364
2018/4/6 4:00,93,2.4,305,21.9,999,-0.128820789,3.014783333
2018/4/6 4:15,93,2.6,307,21.9,999,-0.094345872,2.641887879
2018/4/6 4:30,93,2.8,309,22,999,-0.064291251,2.644724242
2018/4/6 4:45,93,2.9,311,22,999,-0.092373296,2.364622727
2018/4/6 5:00,93,3,314,22,999,-0.101292897,2.485476667
2018/4/6 5:15,93,3,316,22,999,-0.109398076,2.537434848
2018/4/6 5:30,93,3,319,22,999,-0.021967955,2.369297879
2018/4/6 5:45,93,3.1,322,22,999,-0.102323049,2.325608485
2018/4/6 6:00,94,2.9,325,22,999,-0.112002232,1.844587636
2018/4/6 6:15,94,2.9,329,22,1000,-0.101297955,1.50766203
2018/4/6 6:30,94,2.8,333,21.9,1000,-0.099787619,1.655066606
2018/4/6 6:45,95,2.7,336,21.9,1000,-0.104125974,1.668366364
2018/4/6 7:00,95,2.7,340,21.9,1000,-0.105627792,1.422058485
2018/4/6 7:15,95,2.5,344,21.9,1000,-0.115253288,1.35385003
2018/4/6 7:30,95,2.4,348,21.9,1000,-0.109270571,2.066609697
2018/4/6 7:45,95,2.3,355,21.9,1000,-0.110550794,1.074216455
2018/4/6 8:00,95,2.1,0,21.9,1000,-0.105419819,0.937798636
2018/4/6 8:15,95,2,3,21.9,1000,-0.091254241,0.969339636
2018/4/6 8:30,95,1.8,9,22,1000,-0.103350561,1.273281
2018/4/6 8:45,95,1.7,17,22,1000,-0.119224462,1.310384182
2018/4/6 9:00,95,1.6,27,22,1000,-0.118605194,1.622107121
2018/4/6 9:15,95,1.4,34,22.1,1000,-0.105478743,1.649574576
2018/4/6 9:30,95,1.3,42,22.1,1001,-0.101190453,1.84189803
2018/4/6 9:45,95,1.2,55,22.1,1001,-0.1010309,1.784618909
2018/4/6 10:00,95,1.1,63,22.1,1001,-0.099574858,1.900493818
2018/4/6 10:15,94,1,66,22.2,1001,-0.111995426,2.300648485
2018/4/6 10:30,94,0.9,77,22.3,1001,-0.111236875,1.932079636
2018/4/6 10:45,94,0.8,90,22.3,1001,-0.115522626,2.445764909
2018/4/6 11:00,93,0.6,99,22.4,1001,-0.066304973,2.551664515
2018/4/6 11:15,93,0.4,124,22.5,1001,-0.099170803,2.380173364
2018/4/6 11:30,92,0.2,180,22.5,1001,-0.076490636,3.021761818
2018/4/6 11:45,92,0.4,225,22.6,1001,-0.072759004,2.760234848
2018/4/6 12:00,92,0.7,243,22.7,1001,0.19517979,3.456545758
2018/4/6 12:15,92,1,259,22.7,1001,0.304610327,3.121611212
2018/4/6 12:30,91,1.4,262,22.7,1000,0.309800599,2.97395
2018/4/6 12:45,90,1.7,263,22.8,1000,0.466038412,2.951811212
2018/4/6 13:00,90,2.1,270,22.9,1000,1.904163536,3.302186364
2018/4/6 13:15,90,2.4,272,22.9,1000,0.710812146,3.29934697
2018/4/6 13:30,90,2.8,274,22.9,1000,0.957746256,3.283355455
2018/4/6 13:45,89,3.1,277,23,1000,3.920657443,4.338400303
2018/4/6 14:00,89,3.4,282,23,1000,3.497489046,3.959367121
2018/4/6 14:15,89,3.5,286,23,1000,3.191436454,3.971929091
2018/4/6 14:30,88,3.7,290,23,1000,2.125198229,4.986078182
2018/4/6 14:45,88,4,295,23,1000,34.71435777,11.72133545
2018/4/6 15:00,88,4,300,23,1000,33.4769941,12.75366182
2018/4/6 15:15,88,4.1,308,22.9,1000,31.0599125,12.7346797
2018/4/6 15:30,88,4.1,315,22.9,1000,33.0229974,12.61196061
2018/4/6 15:45,88,4.3,321,22.9,1000,34.99371607,12.53236909
2018/4/6 16:00,88,4.4,330,22.8,1000,33.34671187,12.96850303
2018/4/6 16:15,88,4.5,342,22.6,1000,34.27359489,13.29003606
2018/4/6 16:30,88,4.9,352,22.4,1000,33.72304738,11.65038515
2018/4/6 16:45,87,5.3,0,22.3,1000,32.20398858,11.76524
2018/4/6 17:00,87,5.9,9,22.1,1000,31.78928712,11.41129758
2018/4/6 17:15,87,6.6,18,21.8,1000,35.31093087,12.76137485
2018/4/6 17:30,86,7.6,26,21.6,1001,32.50668552,12.50908394
2018/4/6 17:45,86,8.7,31,21.3,1001,32.84876217,12.21355788
2018/4/6 18:00,86,9.7,36,21,1001,31.53041067,11.73312303
2018/4/6 18:15,86,10.8,40,20.7,1002,31.93406843,11.87201818
2018/4/6 18:30,86,11.9,43,20.4,1002,30.17378763,10.89108606
2018/4/6 18:45,85,13,45,20.1,1002,30.64301888,11.66003636
2018/4/6 19:00,85,13.9,46,19.8,1002,29.01729918,13.02355848
2018/4/6 19:15,85,14.6,47,19.5,1003,29.93598,11.66371727
2018/4/6 19:30,84,15.1,48,19.2,1004,33.01774289,11.80386848
2018/4/6 19:45,84,15.8,48,19,1004,31.71957762,10.87145424
2018/4/6 20:00,84,16,48,18.7,1004,30.86118989,10.50507848
2018/4/6 20:15,84,15.7,47,18.6,1004,31.99439007,12.72454818
2018/4/6 20:30,84,15.4,46,18.4,1005,32.81199932,11.50045061
2018/4/6 20:45,83,15.1,44,18.2,1005,32.82340518,11.80169939
2018/4/6 21:00,83,14.7,43,18.1,1005,30.03770638,12.70939394
2018/4/6 21:15,82,14,40,18,1006,32.03175233,12.3578
2018/4/6 21:30,82,13.4,37,17.9,1006,28.98145557,11.4632497
2018/4/6 21:45,81,12.8,34,17.8,1006,30.0494836,10.61814909
2018/4/6 22:00,80,12.3,30,17.7,1006,29.43299172,10.59766394
2018/4/6 22:15,79,11.8,27,17.6,1006,30.02312456,9.545666667
2018/4/6 22:30,78,11.4,23,17.5,1007,26.9961515,8.571357879
2018/4/6 22:45,78,11.1,19,17.5,1007,29.21018421,9.15936697
2018/4/6 23:00,77,10.9,16,17.4,1007,25.22319416,8.37665697
2018/4/6 23:15,76,10.9,15,17.3,1007,22.40948203,7.701646667
2018/4/6 23:30,75,10.9,14,17.3,1007,14.77615478,6.485719697
2018/4/6 23:45,74,11,13,17.2,1007,10.88442207,5.645266667
2018/4/7 0:00,63,12.2,30,18.4,1008,10.67944423,5.870437576
2018/4/7 0:15,61,12.1,28,18.3,1008,10.02585331,5.606198182
2018/4/7 0:30,60,12,26,18.3,1008,9.019690744,5.943682424
2018/4/7 0:45,59,11.9,24,18.3,1008,6.433420098,5.444114545
2018/4/7 1:00,58,11.8,22,18.2,1008,9.048814086,5.64998
2018/4/7 1:15,57,11.7,21,18.2,1008,11.39988005,6.015131212
2018/4/7 1:30,56,11.6,20,18.1,1008,19.82687441,7.986798485
2018/4/7 1:45,55,11.4,19,18.1,1007,16.07233852,7.644346061
2018/4/7 2:00,54,11.3,19,18.1,1007,19.02418875,7.948844242
2018/4/7 2:15,54,11.1,19,18.1,1007,20.46713607,7.670932424
2018/4/7 2:30,53,10.9,19,18.1,1007,24.47476251,8.274498182
2018/4/7 2:45,52,10.7,19,18.1,1007,16.37937267,6.829636364
2018/4/7 3:00,52,10.5,20,18.1,1007,15.68888815,7.117306061
2018/4/7 3:15,52,10.3,21,18.1,1007,9.239730094,5.270929394
2018/4/7 3:30,52,10,22,18.2,1007,4.391046283,4.732908485
2018/4/7 3:45,51,9.8,23,18.2,1007,3.001878481,4.017658485
2018/4/7 4:00,51,9.6,25,18.2,1007,4.142320041,4.239310303
2018/4/7 4:15,51,9.3,26,18.3,1007,4.177360584,4.454225152
2018/4/7 4:30,51,9.2,27,18.3,1007,3.471623874,4.285488788
2018/4/7 4:45,51,9,28,18.3,1007,2.314848809,3.654688485
2018/4/7 5:00,51,8.9,28,18.3,1007,3.07372907,4.295685455
2018/4/7 5:15,51,8.8,29,18.3,1008,4.009200016,4.442730303
2018/4/7 5:30,51,8.7,28,18.4,1008,4.821744319,4.530535758
2018/4/7 5:45,51,8.6,28,18.4,1008,3.392312021,4.107188182
2018/4/7 6:00,51,8.6,28,18.4,1008,4.909681763,4.597866364
2018/4/7 6:15,51,8.7,27,18.4,1008,4.683172842,4.49537
2018/4/7 6:30,51,8.6,27,18.4,1009,5.679510762,5.094461818
2018/4/7 6:45,51,8.7,27,18.4,1009,7.243160265,5.400697273
2018/4/7 7:00,51,8.8,26,18.4,1009,5.643011848,4.627699091
2018/4/7 7:15,51,8.8,25,18.5,1010,4.305271183,4.243377424
2018/4/7 7:30,51,9,24,18.5,1010,4.184855011,4.345660606
2018/4/7 7:45,51,9.1,24,18.5,1010,4.232939065,4.30194303
2018/4/7 8:00,51,9.2,24,18.5,1010,3.722324423,4.244589697
2018/4/7 8:15,51,9.3,24,18.5,1010,4.879008751,4.610181212
2018/4/7 8:30,50,9.4,23,18.6,1010,6.835984457,4.964349394
2018/4/7 8:45,50,9.5,24,18.6,1010,7.275502573,5.216171818
2018/4/7 9:00,50,9.5,24,18.7,1010,8.471829647,4.967241212
2018/4/7 9:15,50,9.6,25,18.7,1010,15.84582571,6.452909697
2018/4/7 9:30,49,9.8,26,18.7,1010,13.84593581,6.298075758
2018/4/7 9:45,48,9.8,27,18.8,1010,12.86846941,6.191901212
2018/4/7 10:00,48,9.9,27,18.9,1010,10.39817246,5.786008788
2018/4/7 10:15,47,9.8,29,18.9,1010,15.79675511,6.67510697
2018/4/7 10:30,46,9.8,31,19,1010,16.84530975,6.560630303
2018/4/7 10:45,46,9.8,32,19.1,1010,19.34586486,7.384623333
2018/4/7 11:00,45,9.8,34,19.2,1010,17.01354098,7.13526697
2018/4/7 11:15,44,9.6,37,19.3,1010,16.11640069,6.465575455
2018/4/7 11:30,44,9.5,39,19.3,1010,11.2761915,5.533022121
2018/4/7 11:45,43,9.5,42,19.4,1009,8.76715258,5.107408182
2018/4/7 12:00,42,9.4,45,19.5,1009,10.08556153,5.483759091
2018/4/7 12:15,42,9.3,47,19.5,1009,10.25888679,5.348819697
2018/4/7 12:30,42,9.1,50,19.6,1009,12.78356153,5.892602424
2018/4/7 12:45,41,9,54,19.7,1009,10.35557533,5.458052424
2018/4/7 13:00,42,9,57,19.7,1009,9.572281657,5.584851515
2018/4/7 13:15,42,8.9,60,19.8,1009,6.080203466,4.672468485
2018/4/7 13:30,42,8.9,62,19.9,1008,7.850927359,5.324828485
2018/4/7 13:45,43,8.9,65,19.9,1008,6.224124048,4.968827273
2018/4/7 14:00,44,9,67,19.9,1008,6.12934345,5.159901212
2018/4/7 14:15,45,8.9,68,19.9,1008,6.676745601,5.158509697
2018/4/7 14:30,47,8.9,70,20,1008,6.57527802,5.227810606
2018/4/7 14:45,48,8.9,72,20,1007,7.454347555,5.210677879
2018/4/7 15:00,49,8.9,72,20,1007,7.332177393,5.316637273
2018/4/7 15:15,51,8.9,73,20,1007,5.800812323,4.945482727
2018/4/7 15:30,52,8.9,74,20,1007,5.90306859,5.227475455
2018/4/7 15:45,53,8.9,74,20,1007,4.6985018,4.681198485
2018/4/7 16:00,55,8.9,74,20,1007,6.357119461,5.160353939
2018/4/7 16:15,56,8.9,73,20,1007,5.705056335,5.003153333
2018/4/7 16:30,57,9,73,19.9,1007,6.617032224,5.012056667
2018/4/7 16:45,58,9,72,19.9,1007,7.442726496,5.449339697
2018/4/7 17:00,58,9.2,72,19.9,1007,7.265489143,5.24484697
2018/4/7 17:15,58,9.3,70,19.9,1007,7.52965414,5.396130303
2018/4/7 17:30,58,9.4,69,19.9,1007,6.621837035,5.181415152
2018/4/7 17:45,58,9.6,68,19.8,1007,5.527860235,4.819680303
