,pred,truth
325,593.9349746936786,631.57
326,564.4597773252576,623.91
327,560.7901883427205,591.4
328,468.1372178671046,544.13
329,458.9345226799388,512.01
330,465.7060504294045,493.88
331,460.1016548250089,481.26
332,450.1794192019788,473.53
333,451.21157163670006,475.89
334,451.21157163670006,478.1
335,451.21157163670006,479.91
336,451.21157163670006,471.17
337,442.9000091219996,466.69
338,375.9715537966366,471.08
339,380.60429717013056,476.72
340,371.8356577529672,488.1
341,376.092997567782,508.4
342,376.092997567782,544.75
343,371.46025419428804,568.9
344,382.8389208179132,559.64
345,452.9582537773443,577.28
346,525.5657732091981,616.77
347,573.349485658591,649.69
348,575.590985658591,669.17
349,573.349485658591,671.16
350,567.943735658591,660.47
351,566.3841560846561,620.6
352,471.994931330856,573.17
353,462.7922361436902,539.95
354,465.7060504294045,521.63
355,451.21157163670006,508.03
356,451.75945766731974,505.38
357,447.90174420356834,512.29
358,461.68470144439243,537.84
359,479.5396706838158,580.93
360,474.7594025164993,618.57
361,451.4547161296102,630.56
362,442.068434633152,624.84
363,442.068434633152,630.29
364,437.56037554505383,628.64
365,447.173648966149,615.43
366,439.7795710440711,620.43
367,434.3439674481807,611.23
368,415.54482491669995,604.43
369,466.07052580413455,623.41
370,547.108256018056,653.38
371,605.2649565742227,662.34
372,630.3121341330923,668.29
373,618.2341341330923,659.21
374,612.8283841330924,644.55
375,591.2485598772921,604.91
376,487.417907708023,557.19
377,475.2152710930719,527.68
378,475.2152710930719,509.06
379,469.77966749718144,496.29
380,479.22484589939165,489.95
381,481.4560072234334,493.62
382,481.4560072234334,522.17
383,483.10349698548845,557.14
384,483.10349698548845,594.67
385,467.246464517956,599.65
386,426.943648825256,571.88
387,426.943648825256,547.89
388,402.47932636612325,528.91
389,407.9149299620137,530.1
390,401.90599660476835,544.29
391,401.90599660476835,589.02
392,422.2222104048181,613.46
393,476.7338168081354,652.69
394,538.7793357799608,663.74
395,613.601257611431,670.55
396,609.0887576114311,664.32
397,612.9679336318393,660.13
398,598.3769498656054,653.52
